sender_account,receiver_account,amount,timestamp
ACC_LOOP01,ACC_LOOP02,46020.12,2026-08-22T10:39:02.929039+00:00
ACC1105,ACC2146,1222.9,2026-08-22T03:33:02.929039+00:00
ACC1122,ACC2102,2510.26,2026-08-22T11:53:02.929039+00:00
ACC1147,ACC2120,3423.29,2026-08-23T10:17:02.929039+00:00
ACC1111,ACC2140,850.08,2026-08-23T03:03:02.929039+00:00
ACC1125,ACC2125,4355.52,2026-08-23T08:38:02.929039+00:00
ACC_SMURF014,ACC_SHELL01,9354.95,2026-08-22T06:18:47.929039+00:00
ACC1104,ACC2149,1228.73,2026-08-23T04:06:02.929039+00:00
ACC1132,ACC2136,1176.36,2026-08-22T12:37:02.929039+00:00
ACC1124,ACC2104,3514.62,2026-08-22T11:00:02.929039+00:00
ACC1126,ACC2129,3667.76,2026-08-22T20:19:02.929039+00:00
ACC1127,ACC2108,2291.2,2026-08-22T05:37:02.929039+00:00
ACC_SMURF001,ACC_SHELL01,9003.47,2026-08-22T04:39:02.929039+00:00
ACC17586,ACC21150,682.06,2026-08-22T01:05:40.805961+00:00
ACC17586,ACC25754,1187.7,2026-08-20T19:31:40.805961+00:00
ACC1110,ACC2126,4151.98,2026-08-22T04:41:02.929039+00:00
ACC1126,ACC2127,1923.55,2026-08-21T20:26:02.929039+00:00
ACC1146,ACC2132,4243.81,2026-08-23T02:20:02.929039+00:00
ACC1132,ACC2100,1889.86,2026-08-22T00:09:02.929039+00:00
ACC_SMURF017,ACC_SHELL01,9329.17,2026-08-22T04:51:02.929039+00:00
ACC19882,ACC26484,680.3,2026-08-23T09:18:40.805961+00:00
ACC1132,ACC2103,2883.75,2026-08-21T22:45:02.929039+00:00
ACC18760,ACC26484,1567.63,2026-08-21T02:17:40.805961+00:00
ACC1145,ACC2117,1279.17,2026-08-23T07:50:02.929039+00:00
ACC1106,ACC2128,4337.72,2026-08-23T11:04:02.929039+00:00
ACC1134,ACC2126,515.79,2026-08-21T16:33:02.929039+00:00
ACC1100,ACC2103,1682.31,2026-08-22T03:25:02.929039+00:00
ACC1108,ACC2128,3246.61,2026-08-22T04:24:02.929039+00:00
ACC_SMURF005,ACC_SHELL01,9460.41,2026-08-22T04:57:02.929039+00:00
ACC1111,ACC2141,2686.18,2026-08-22T02:56:02.929039+00:00
ACC15543,ACC29921,1215.12,2026-08-21T01:44:40.805961+00:00
ACC1105,ACC2140,1253.69,2026-08-21T20:41:02.929039+00:00
ACC1136,ACC2111,1918.65,2026-08-22T16:54:02.929039+00:00
ACC1122,ACC2101,2348.59,2026-08-23T08:29:02.929039+00:00
ACC1109,ACC2106,4396.02,2026-08-22T18:34:02.929039+00:00
ACC1111,ACC2131,2501.7,2026-08-23T03:57:02.929039+00:00
ACC1115,ACC2137,1229.4,2026-08-21T16:14:02.929039+00:00
ACC_SMURF017,ACC_SHELL01,9310.75,2026-08-22T06:06:02.929039+00:00
ACC1146,ACC2143,248576.97,2026-08-21T16:39:02.929039+00:00
ACC1122,ACC2116,1183.8,2026-08-21T19:27:02.929039+00:00
ACC1139,ACC2114,1560.8,2026-08-22T14:37:02.929039+00:00
ACC18242,ACC29921,1287.65,2026-08-23T00:09:40.805961+00:00
ACC1125,ACC2117,1818.77,2026-08-23T07:45:02.929039+00:00
ACC1102,ACC2119,4190.24,2026-08-23T14:17:02.929039+00:00
ACC1101,ACC2118,1567.58,2026-08-22T18:44:02.929039+00:00
ACC1124,ACC2105,188039.23,2026-08-23T06:39:02.929039+00:00
ACC18760,ACC28160,1602.17,2026-08-23T01:37:40.805961+00:00
ACC_LOOP03,ACC_LOOP01,44968.95,2026-08-22T12:59:02.929039+00:00
ACC1118,ACC2144,2020.4,2026-08-21T19:26:02.929039+00:00
ACC1134,ACC2114,3824.18,2026-08-21T23:45:02.929039+00:00
ACC1123,ACC2143,818.26,2026-08-22T06:58:02.929039+00:00
ACC1110,ACC2133,2686.4,2026-08-22T14:17:02.929039+00:00
ACC1131,ACC2126,210759.14,2026-08-23T08:39:02.929039+00:00
ACC18242,ACC28160,632.93,2026-08-21T06:58:40.805961+00:00
ACC1118,ACC2114,1791.61,2026-08-21T17:40:02.929039+00:00
ACC17586,ACC25200,253.89,2026-08-21T03:45:40.805961+00:00
ACC1132,ACC2125,3354.46,2026-08-22T08:07:02.929039+00:00
ACC1132,ACC2116,875.39,2026-08-23T00:16:02.929039+00:00
ACC1101,ACC2149,3800.29,2026-08-23T00:43:02.929039+00:00
ACC16316,ACC26484,382.75,2026-08-21T15:44:40.805961+00:00
ACC1148,ACC2115,191046.23,2026-08-22T15:39:02.929039+00:00
ACC1110,ACC2139,101056.29,2026-08-23T07:39:02.929039+00:00
ACC_SMURF002,ACC_SHELL01,9427.13,2026-08-22T05:24:47.929039+00:00
ACC16316,ACC25754,1641.68,2026-08-22T13:10:40.805961+00:00
ACC1115,ACC2146,77909.63,2026-08-21T18:39:02.929039+00:00
ACC1123,ACC2102,3618.0,2026-08-22T01:01:02.929039+00:00
ACC1148,ACC2124,2100.37,2026-08-23T14:37:02.929039+00:00
ACC16520,ACC27311,1395.95,2026-08-21T12:26:40.805961+00:00
ACC1102,ACC2106,1493.43,2026-08-21T17:20:02.929039+00:00
ACC1119,ACC2136,3091.16,2026-08-22T02:23:02.929039+00:00
ACC_SMURF018,ACC_SHELL01,9159.78,2026-08-22T05:36:47.929039+00:00
ACC1122,ACC2111,105.24,2026-08-22T01:50:02.929039+00:00
ACC1124,ACC2139,1594.71,2026-08-22T18:12:02.929039+00:00
ACC1149,ACC2142,165168.88,2026-08-22T12:39:02.929039+00:00
ACC1116,ACC2132,1664.23,2026-08-23T10:28:02.929039+00:00
ACC1136,ACC2121,4119.5,2026-08-22T23:50:02.929039+00:00
ACC14639,ACC28160,944.78,2026-08-20T17:53:40.805961+00:00
ACC1112,ACC2109,2454.63,2026-08-21T19:23:02.929039+00:00
ACC14639,ACC21437,207.91,2026-08-21T16:12:40.805961+00:00
ACC1148,ACC2115,2981.71,2026-08-21T17:08:02.929039+00:00
ACC1113,ACC2143,652.96,2026-08-23T01:18:02.929039+00:00
ACC1111,ACC2119,147070.88,2026-08-23T10:39:02.929039+00:00
ACC_SMURF011,ACC_SHELL01,9784.42,2026-08-22T05:01:32.929039+00:00
ACC15543,ACC27311,861.38,2026-08-21T13:05:40.805961+00:00
ACC1144,ACC2135,218.38,2026-08-23T03:32:02.929039+00:00
ACC1103,ACC2135,3768.01,2026-08-21T18:12:02.929039+00:00
ACC1100,ACC2116,869.6,2026-08-21T18:05:02.929039+00:00
ACC19863,ACC25754,73.41,2026-08-21T22:59:40.805961+00:00
ACC_SMURF008,ACC_SHELL01,9501.42,2026-08-22T04:59:17.929039+00:00
ACC1140,ACC2147,4333.24,2026-08-23T07:39:02.929039+00:00
ACC1141,ACC2101,1534.97,2026-08-23T12:48:02.929039+00:00
ACC1141,ACC2130,523.51,2026-08-23T08:30:02.929039+00:00
ACC1102,ACC2147,3354.65,2026-08-23T03:14:02.929039+00:00
ACC19863,ACC21437,921.13,2026-08-23T00:02:40.805961+00:00
ACC_LOOP01,ACC_LOOP02,46081.12,2026-08-23T14:39:02.929039+00:00
ACC_SMURF002,ACC_SHELL01,9371.53,2026-08-22T05:39:47.929039+00:00
ACC1116,ACC2143,1391.55,2026-08-21T15:30:02.929039+00:00
ACC1133,ACC2129,1612.43,2026-08-23T14:21:02.929039+00:00
ACC1112,ACC2105,4408.09,2026-08-23T03:37:02.929039+00:00
ACC18242,ACC29921,1452.46,2026-08-22T04:41:40.805961+00:00
ACC1102,ACC2140,2006.68,2026-08-22T14:18:02.929039+00:00
ACC15543,ACC28160,893.59,2026-08-22T14:27:40.805961+00:00
ACC1103,ACC2102,2717.65,2026-08-21T20:14:02.929039+00:00
ACC19882,ACC21633,134.1,2026-08-22T22:14:40.805961+00:00
ACC1130,ACC2133,197.54,2026-08-22T03:12:02.929039+00:00
ACC1104,ACC2112,3367.15,2026-08-22T22:06:02.929039+00:00
ACC1129,ACC2148,2849.09,2026-08-22T20:08:02.929039+00:00
ACC1123,ACC2127,985.5,2026-08-22T19:59:02.929039+00:00
ACC_SMURF002,ACC_SHELL01,9542.66,2026-08-22T05:54:47.929039+00:00
ACC1147,ACC2102,3572.25,2026-08-22T02:46:02.929039+00:00
ACC15543,ACC29921,1231.55,2026-08-22T06:55:40.805961+00:00
ACC1147,ACC2106,1223.52,2026-08-23T13:29:02.929039+00:00
ACC1128,ACC2130,3830.25,2026-08-21T21:01:02.929039+00:00
ACC_LOOP03,ACC_LOOP01,46081.12,2026-08-23T14:59:02.929039+00:00
ACC1123,ACC2118,367.05,2026-08-22T07:47:02.929039+00:00
ACC_LOOP02,ACC_LOOP03,44506.05,2026-08-22T20:49:02.929039+00:00
ACC1126,ACC2123,233116.82,2026-08-22T03:39:02.929039+00:00
ACC1145,ACC2127,2224.31,2026-08-22T20:17:02.929039+00:00
ACC15543,ACC28160,1789.11,2026-08-22T10:55:40.805961+00:00
ACC1128,ACC2139,3339.54,2026-08-21T21:14:02.929039+00:00
ACC_SMURF017,ACC_SHELL01,9152.84,2026-08-22T05:06:02.929039+00:00
ACC1145,ACC2132,186523.56,2026-08-23T01:39:02.929039+00:00
ACC1146,ACC2140,48.27,2026-08-22T19:58:02.929039+00:00
ACC1112,ACC2142,60758.7,2026-08-22T20:39:02.929039+00:00
ACC1130,ACC2109,3410.08,2026-08-21T19:01:02.929039+00:00
ACC1108,ACC2108,1978.32,2026-08-23T12:04:02.929039+00:00
ACC1121,ACC2136,2162.44,2026-08-23T10:23:02.929039+00:00
ACC1140,ACC2122,3665.77,2026-08-22T14:21:02.929039+00:00
ACC1101,ACC2100,313.79,2026-08-21T21:42:02.929039+00:00
ACC1121,ACC2120,3489.84,2026-08-22T10:12:02.929039+00:00
ACC1136,ACC2143,843.5,2026-08-22T21:36:02.929039+00:00
ACC1109,ACC2146,124.22,2026-08-23T03:02:02.929039+00:00
ACC19882,ACC21633,1279.06,2026-08-22T21:32:40.805961+00:00
ACC1114,ACC2114,173829.52,2026-08-21T19:39:02.929039+00:00
ACC1136,ACC2104,1153.58,2026-08-21T16:19:02.929039+00:00
ACC1135,ACC2131,3914.23,2026-08-23T03:21:02.929039+00:00
ACC1148,ACC2108,3112.31,2026-08-22T20:15:02.929039+00:00
ACC1114,ACC2144,284.15,2026-08-22T08:06:02.929039+00:00
ACC17586,ACC27311,160.43,2026-08-23T08:42:40.805961+00:00
ACC14639,ACC21633,1307.64,2026-08-21T05:06:40.805961+00:00
ACC1100,ACC2130,3502.73,2026-08-23T09:49:02.929039+00:00
ACC1135,ACC2140,2110.79,2026-08-23T09:59:02.929039+00:00
ACC1137,ACC2118,91.3,2026-08-22T02:14:02.929039+00:00
ACC1121,ACC2101,630.26,2026-08-23T03:40:02.929039+00:00
ACC1138,ACC2139,252.84,2026-08-21T22:10:02.929039+00:00
ACC_SMURF007,ACC_SHELL01,9644.32,2026-08-22T06:13:32.929039+00:00
ACC1147,ACC2123,261.68,2026-08-22T02:02:02.929039+00:00
ACC1112,ACC2102,1235.55,2026-08-22T07:48:02.929039+00:00
ACC1145,ACC2145,1328.89,2026-08-22T21:29:02.929039+00:00
ACC1134,ACC2117,2700.28,2026-08-22T22:28:02.929039+00:00
ACC1137,ACC2105,1413.49,2026-08-22T10:50:02.929039+00:00
ACC1130,ACC2141,1295.39,2026-08-23T13:29:02.929039+00:00
ACC_LOOP02,ACC_LOOP03,43206.96,2026-08-22T18:49:02.929039+00:00
ACC1137,ACC2145,100.69,2026-08-23T03:46:02.929039+00:00
ACC1135,ACC2101,365.79,2026-08-22T23:08:02.929039+00:00
ACC1104,ACC2117,847.42,2026-08-22T02:57:02.929039+00:00
ACC1141,ACC2120,1161.42,2026-08-22T09:35:02.929039+00:00
ACC1123,ACC2106,2566.83,2026-08-22T19:46:02.929039+00:00
ACC1111,ACC2148,3054.85,2026-08-23T12:24:02.929039+00:00
ACC16520,ACC27311,332.02,2026-08-21T17:08:40.805961+00:00
ACC_SMURF003,ACC_SHELL01,9625.89,2026-08-22T06:10:32.929039+00:00
ACC1132,ACC2119,2175.13,2026-08-22T05:53:02.929039+00:00
ACC1113,ACC2120,3556.4,2026-08-22T12:55:02.929039+00:00
ACC18760,ACC25754,202.45,2026-08-21T19:24:40.805961+00:00
ACC1135,ACC2148,1864.92,2026-08-22T23:24:02.929039+00:00
ACC19863,ACC21633,483.98,2026-08-23T08:31:40.805961+00:00
ACC1145,ACC2147,229771.4,2026-08-22T15:39:02.929039+00:00
ACC_SMURF008,ACC_SHELL01,8992.83,2026-08-22T05:59:17.929039+00:00
ACC_SMURF010,ACC_SHELL01,9253.37,2026-08-22T05:15:47.929039+00:00
ACC1121,ACC2109,3414.41,2026-08-22T11:56:02.929039+00:00
ACC14639,ACC25754,901.5,2026-08-20T21:58:40.805961+00:00
ACC1111,ACC2141,3003.28,2026-08-22T10:18:02.929039+00:00
ACC1124,ACC2111,685.45,2026-08-23T03:32:02.929039+00:00
ACC18242,ACC21150,667.51,2026-08-23T01:38:40.805961+00:00
ACC1114,ACC2123,1277.84,2026-08-22T01:32:02.929039+00:00
ACC1102,ACC2102,2930.06,2026-08-22T07:51:02.929039+00:00
ACC1147,ACC2101,238163.8,2026-08-22T03:39:02.929039+00:00
ACC1149,ACC2144,2823.66,2026-08-22T10:42:02.929039+00:00
ACC1130,ACC2129,4422.92,2026-08-23T03:23:02.929039+00:00
ACC_SMURF004,ACC_SHELL01,9081.85,2026-08-22T06:11:17.929039+00:00
ACC_LOOP02,ACC_LOOP03,42178.0,2026-08-23T02:49:02.929039+00:00
ACC_SMURF020,ACC_SHELL01,9746.48,2026-08-22T05:38:17.929039+00:00
ACC1115,ACC2126,1422.06,2026-08-23T05:44:02.929039+00:00
ACC1102,ACC2106,3055.0,2026-08-22T11:08:02.929039+00:00
ACC1133,ACC2120,2883.95,2026-08-21T22:22:02.929039+00:00
ACC18760,ACC21437,1271.37,2026-08-22T07:06:40.805961+00:00
ACC1100,ACC2137,274.95,2026-08-23T14:24:02.929039+00:00
ACC1117,ACC2120,211.3,2026-08-23T12:10:02.929039+00:00
ACC1102,ACC2122,3930.95,2026-08-23T07:33:02.929039+00:00
ACC1140,ACC2125,4081.43,2026-08-23T14:30:02.929039+00:00
ACC1136,ACC2119,2761.39,2026-08-22T07:21:02.929039+00:00
ACC16520,ACC25200,203.71,2026-08-23T03:30:40.805961+00:00
ACC1122,ACC2101,2364.64,2026-08-23T04:59:02.929039+00:00
ACC18113,ACC21437,1360.09,2026-08-23T03:53:40.805961+00:00
ACC1118,ACC2111,850.27,2026-08-22T22:09:02.929039+00:00
ACC1145,ACC2131,1122.25,2026-08-23T11:42:02.929039+00:00
ACC_SMURF003,ACC_SHELL01,9198.69,2026-08-22T05:55:32.929039+00:00
ACC1139,ACC2141,125.32,2026-08-21T20:21:02.929039+00:00
ACC1113,ACC2135,3486.89,2026-08-21T22:40:02.929039+00:00
ACC1106,ACC2117,2557.83,2026-08-23T00:49:02.929039+00:00
ACC1102,ACC2118,2355.61,2026-08-22T23:51:02.929039+00:00
ACC_SMURF014,ACC_SHELL01,8933.07,2026-08-22T05:33:47.929039+00:00
ACC1148,ACC2124,2398.01,2026-08-21T20:51:02.929039+00:00
ACC1148,ACC2110,3453.31,2026-08-23T10:38:02.929039+00:00
ACC17586,ACC24892,47.44,2026-08-22T10:29:40.805961+00:00
ACC1115,ACC2142,2983.39,2026-08-21T18:13:02.929039+00:00
ACC17586,ACC27311,124.8,2026-08-23T01:53:40.805961+00:00
ACC_SMURF009,ACC_SHELL01,8932.78,2026-08-22T06:15:02.929039+00:00
ACC1122,ACC2116,237.91,2026-08-23T04:06:02.929039+00:00
ACC_SMURF001,ACC_SHELL01,9155.87,2026-08-22T05:09:02.929039+00:00
ACC1144,ACC2109,3175.91,2026-08-22T14:29:02.929039+00:00
ACC1123,ACC2107,4426.75,2026-08-23T06:48:02.929039+00:00
ACC15543,ACC27311,399.03,2026-08-21T10:29:40.805961+00:00
ACC1131,ACC2137,294.64,2026-08-23T09:05:02.929039+00:00
ACC1103,ACC2139,2849.26,2026-08-22T05:26:02.929039+00:00
ACC1132,ACC2106,1978.71,2026-08-21T19:16:02.929039+00:00
ACC1113,ACC2133,3823.66,2026-08-23T08:02:02.929039+00:00
ACC1106,ACC2141,861.31,2026-08-23T08:06:02.929039+00:00
ACC1148,ACC2136,3990.93,2026-08-22T16:04:02.929039+00:00
ACC1141,ACC2140,3663.32,2026-08-22T08:40:02.929039+00:00
ACC1111,ACC2107,1182.61,2026-08-23T00:45:02.929039+00:00
ACC17586,ACC25200,1341.69,2026-08-21T04:16:40.805961+00:00
ACC_SMURF016,ACC_SHELL01,9644.93,2026-08-22T05:20:17.929039+00:00
ACC1136,ACC2136,789.28,2026-08-22T00:00:02.929039+00:00
ACC1116,ACC2130,1411.44,2026-08-23T01:26:02.929039+00:00
ACC1114,ACC2123,3456.28,2026-08-21T22:10:02.929039+00:00
ACC19882,ACC21437,169.98,2026-08-21T17:32:40.805961+00:00
ACC17586,ACC27311,410.91,2026-08-23T03:23:40.805961+00:00
ACC1129,ACC2117,1055.11,2026-08-22T07:40:02.929039+00:00
ACC_LOOP01,ACC_LOOP02,47838.25,2026-08-23T04:39:02.929039+00:00
ACC19863,ACC25200,762.9,2026-08-21T11:58:40.805961+00:00
ACC1140,ACC2108,3016.52,2026-08-23T01:13:02.929039+00:00
ACC1115,ACC2126,119568.66,2026-08-22T03:39:02.929039+00:00
ACC1103,ACC2112,4432.49,2026-08-23T02:41:02.929039+00:00
ACC1115,ACC2149,405.19,2026-08-22T07:34:02.929039+00:00
ACC18242,ACC26484,1183.87,2026-08-23T07:20:40.805961+00:00
ACC1112,ACC2126,2234.65,2026-08-22T16:57:02.929039+00:00
ACC1106,ACC2146,3728.05,2026-08-21T22:20:02.929039+00:00
ACC18113,ACC26484,1152.53,2026-08-21T10:16:40.805961+00:00
ACC_SMURF015,ACC_SHELL01,9112.82,2026-08-22T05:34:32.929039+00:00
ACC1121,ACC2119,1896.95,2026-08-21T23:43:02.929039+00:00
ACC_SMURF009,ACC_SHELL01,9058.67,2026-08-22T05:30:02.929039+00:00
ACC1107,ACC2131,2954.74,2026-08-21T17:45:02.929039+00:00
ACC1125,ACC2113,1418.7,2026-08-22T04:01:02.929039+00:00
ACC1130,ACC2134,2944.66,2026-08-22T17:52:02.929039+00:00
ACC1103,ACC2139,3048.2,2026-08-22T19:31:02.929039+00:00
ACC1129,ACC2141,2917.64,2026-08-21T16:17:02.929039+00:00
ACC_SMURF012,ACC_SHELL01,8915.84,2026-08-22T06:02:17.929039+00:00
ACC1125,ACC2113,1951.24,2026-08-21T14:51:02.929039+00:00
ACC18113,ACC21437,1417.7,2026-08-22T05:05:40.805961+00:00
ACC18242,ACC21437,1509.61,2026-08-21T14:15:40.805961+00:00
ACC_SMURF002,ACC_SHELL01,9702.06,2026-08-22T04:54:47.929039+00:00
ACC_SMURF001,ACC_SHELL01,9292.84,2026-08-22T05:24:02.929039+00:00
ACC18242,ACC21150,924.59,2026-08-23T06:07:40.805961+00:00
ACC1112,ACC2128,1107.84,2026-08-22T07:02:02.929039+00:00
ACC1118,ACC2143,166949.73,2026-08-23T11:39:02.929039+00:00
ACC18242,ACC24892,1388.6,2026-08-21T21:23:40.805961+00:00
ACC1139,ACC2113,3701.07,2026-08-22T21:02:02.929039+00:00
ACC1132,ACC2133,3347.22,2026-08-21T14:41:02.929039+00:00
ACC_SMURF005,ACC_SHELL01,9027.69,2026-08-22T05:57:02.929039+00:00
ACC1129,ACC2128,3808.87,2026-08-22T02:44:02.929039+00:00
ACC19863,ACC25754,522.49,2026-08-21T15:57:40.805961+00:00
ACC_SMURF003,ACC_SHELL01,9858.07,2026-08-22T05:40:32.929039+00:00
ACC_SMURF006,ACC_SHELL01,9337.23,2026-08-22T04:57:47.929039+00:00
ACC_SMURF010,ACC_SHELL01,9218.14,2026-08-22T05:30:47.929039+00:00
ACC1104,ACC2125,683.97,2026-08-21T20:48:02.929039+00:00
ACC1129,ACC2144,3783.48,2026-08-22T16:28:02.929039+00:00
ACC1123,ACC2101,323.87,2026-08-22T15:38:02.929039+00:00
ACC16520,ACC25200,1710.2,2026-08-22T08:26:40.805961+00:00
ACC1110,ACC2148,1571.97,2026-08-22T22:56:02.929039+00:00
ACC1119,ACC2146,1144.27,2026-08-22T20:18:02.929039+00:00
ACC_SMURF008,ACC_SHELL01,9924.88,2026-08-22T05:29:17.929039+00:00
ACC1132,ACC2140,2548.88,2026-08-21T23:41:02.929039+00:00
ACC_SMURF019,ACC_SHELL01,9203.92,2026-08-22T06:07:32.929039+00:00
ACC_SMURF020,ACC_SHELL01,9265.78,2026-08-22T05:53:17.929039+00:00
ACC1108,ACC2134,716.71,2026-08-22T20:11:02.929039+00:00
ACC1129,ACC2147,1913.92,2026-08-22T09:25:02.929039+00:00
ACC1117,ACC2106,3447.44,2026-08-22T22:44:02.929039+00:00
ACC1124,ACC2112,4214.82,2026-08-22T12:44:02.929039+00:00
ACC1107,ACC2132,3164.98,2026-08-23T04:24:02.929039+00:00
ACC1124,ACC2125,691.13,2026-08-22T17:09:02.929039+00:00
ACC1148,ACC2105,558.52,2026-08-23T08:10:02.929039+00:00
ACC18113,ACC25200,98.58,2026-08-20T23:23:40.805961+00:00
ACC16316,ACC25200,1567.87,2026-08-23T05:23:40.805961+00:00
ACC1103,ACC2123,4235.21,2026-08-22T20:37:02.929039+00:00
ACC1140,ACC2117,2145.45,2026-08-22T06:02:02.929039+00:00
ACC1105,ACC2109,880.19,2026-08-23T01:43:02.929039+00:00
ACC_LOOP02,ACC_LOOP03,47838.25,2026-08-23T04:49:02.929039+00:00
ACC1149,ACC2122,2706.03,2026-08-23T09:18:02.929039+00:00
ACC18760,ACC27311,1420.54,2026-08-20T15:25:40.805961+00:00
ACC1139,ACC2140,3687.59,2026-08-22T13:24:02.929039+00:00
ACC1101,ACC2127,2687.45,2026-08-22T17:55:02.929039+00:00
ACC1105,ACC2116,1463.45,2026-08-22T19:13:02.929039+00:00
ACC1105,ACC2139,3608.45,2026-08-22T13:40:02.929039+00:00
ACC_SMURF005,ACC_SHELL01,9865.22,2026-08-22T04:42:02.929039+00:00
ACC_SMURF016,ACC_SHELL01,9503.38,2026-08-22T05:35:17.929039+00:00
ACC1117,ACC2133,2162.18,2026-08-22T15:28:02.929039+00:00
ACC1106,ACC2112,226.93,2026-08-23T04:13:02.929039+00:00
ACC1141,ACC2120,1861.82,2026-08-21T16:19:02.929039+00:00
ACC1122,ACC2137,616.29,2026-08-22T05:37:02.929039+00:00
ACC1135,ACC2114,3767.78,2026-08-21T18:06:02.929039+00:00
ACC18242,ACC24892,499.19,2026-08-21T17:53:40.805961+00:00
ACC1141,ACC2119,179842.26,2026-08-21T16:39:02.929039+00:00
ACC1111,ACC2109,900.62,2026-08-22T04:09:02.929039+00:00
ACC1117,ACC2149,1615.7,2026-08-21T16:47:02.929039+00:00
ACC1108,ACC2138,445.37,2026-08-21T23:35:02.929039+00:00
ACC19863,ACC26484,973.17,2026-08-22T20:36:40.805961+00:00
ACC1146,ACC2119,1637.42,2026-08-22T00:27:02.929039+00:00
ACC16316,ACC29921,513.99,2026-08-20T18:37:40.805961+00:00
ACC1137,ACC2114,20.43,2026-08-23T14:02:02.929039+00:00
ACC_SMURF001,ACC_SHELL01,9936.17,2026-08-22T05:39:02.929039+00:00
ACC1145,ACC2107,3916.96,2026-08-22T10:53:02.929039+00:00
ACC1144,ACC2109,3352.39,2026-08-22T06:52:02.929039+00:00
ACC1113,ACC2133,3199.48,2026-08-21T15:57:02.929039+00:00
ACC1103,ACC2103,1290.03,2026-08-22T19:36:02.929039+00:00
ACC1141,ACC2133,3295.38,2026-08-22T09:47:02.929039+00:00
ACC1127,ACC2139,348.26,2026-08-22T19:52:02.929039+00:00
ACC1149,ACC2111,846.33,2026-08-22T07:42:02.929039+00:00
ACC1145,ACC2105,2800.48,2026-08-22T16:06:02.929039+00:00
ACC19863,ACC25200,852.5,2026-08-21T08:06:40.805961+00:00
ACC_SMURF018,ACC_SHELL01,9048.99,2026-08-22T04:51:47.929039+00:00
ACC1106,ACC2106,517.95,2026-08-22T16:52:02.929039+00:00
ACC_LOOP03,ACC_LOOP01,44506.05,2026-08-22T20:59:02.929039+00:00
ACC1126,ACC2134,3758.85,2026-08-22T22:06:02.929039+00:00
ACC1139,ACC2114,216.93,2026-08-21T17:10:02.929039+00:00
ACC19882,ACC25754,1617.24,2026-08-20T22:32:40.805961+00:00
ACC1111,ACC2122,4329.47,2026-08-21T18:41:02.929039+00:00
ACC_LOOP03,ACC_LOOP01,47838.25,2026-08-23T04:59:02.929039+00:00
ACC1119,ACC2140,2078.77,2026-08-22T17:08:02.929039+00:00
ACC1138,ACC2133,2475.06,2026-08-23T06:21:02.929039+00:00
ACC_LOOP01,ACC_LOOP02,47661.23,2026-08-23T06:39:02.929039+00:00
ACC1134,ACC2111,449.69,2026-08-23T04:52:02.929039+00:00
ACC_SMURF012,ACC_SHELL01,8927.47,2026-08-22T05:47:17.929039+00:00
ACC1119,ACC2117,22.3,2026-08-21T17:40:02.929039+00:00
ACC1112,ACC2140,3758.71,2026-08-21T22:18:02.929039+00:00
ACC1128,ACC2118,3405.93,2026-08-22T03:15:02.929039+00:00
ACC_SMURF016,ACC_SHELL01,9396.72,2026-08-22T05:50:17.929039+00:00
ACC_SMURF006,ACC_SHELL01,9826.4,2026-08-22T05:57:47.929039+00:00
ACC1125,ACC2143,3876.59,2026-08-23T03:16:02.929039+00:00
ACC_LOOP02,ACC_LOOP03,47661.23,2026-08-23T06:49:02.929039+00:00
ACC_SMURF011,ACC_SHELL01,9844.03,2026-08-22T05:31:32.929039+00:00
ACC1109,ACC2148,1529.21,2026-08-22T18:10:02.929039+00:00
ACC1102,ACC2123,1222.02,2026-08-22T12:55:02.929039+00:00
ACC1108,ACC2103,2154.61,2026-08-22T13:08:02.929039+00:00
ACC1148,ACC2146,1116.96,2026-08-23T11:34:02.929039+00:00
ACC1104,ACC2135,1742.77,2026-08-22T23:24:02.929039+00:00
ACC1126,ACC2103,3573.74,2026-08-22T19:11:02.929039+00:00
ACC1134,ACC2123,2094.74,2026-08-21T16:37:02.929039+00:00
ACC1112,ACC2115,868.94,2026-08-22T06:25:02.929039+00:00
ACC1102,ACC2147,294.73,2026-08-22T18:09:02.929039+00:00
ACC1148,ACC2143,3105.84,2026-08-22T08:37:02.929039+00:00
ACC16316,ACC26484,1799.73,2026-08-22T02:09:40.805961+00:00
ACC1131,ACC2102,2979.58,2026-08-23T00:01:02.929039+00:00
ACC_SMURF019,ACC_SHELL01,9205.21,2026-08-22T05:22:32.929039+00:00
ACC18113,ACC28160,890.58,2026-08-22T16:22:40.805961+00:00
ACC1105,ACC2144,1551.11,2026-08-22T14:11:02.929039+00:00
ACC1115,ACC2148,3579.29,2026-08-22T18:55:02.929039+00:00
ACC1104,ACC2112,2974.21,2026-08-22T02:25:02.929039+00:00
ACC1128,ACC2108,4346.23,2026-08-21T21:05:02.929039+00:00
ACC_LOOP01,ACC_LOOP02,47642.91,2026-08-22T14:39:02.929039+00:00
ACC1104,ACC2133,1503.33,2026-08-22T14:53:02.929039+00:00
ACC17586,ACC28160,495.03,2026-08-22T02:29:40.805961+00:00
ACC15543,ACC28160,1588.87,2026-08-22T09:13:40.805961+00:00
ACC1144,ACC2127,2447.36,2026-08-22T00:25:02.929039+00:00
ACC1124,ACC2134,831.59,2026-08-22T03:59:02.929039+00:00
ACC_LOOP03,ACC_LOOP01,42018.32,2026-08-22T16:59:02.929039+00:00
ACC1113,ACC2142,2625.79,2026-08-22T12:55:02.929039+00:00
